2023-10-05 08:18:16,946 | INFO | ulauncher: main() | Ulauncher version 5.15.4
2023-10-05 08:18:38,296 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:18:38,296 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:18:38,297 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:18:38,297 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:18:38,297 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:18:38,297 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:18:39,469 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:18:39,469 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:18:39,469 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:18:39,469 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:18:39,470 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:18:39,470 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:18:39,470 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:18:39,470 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:18:39,471 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:19:01,448 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_get_all() | Handling /extension/get-all
2023-10-05 08:19:06,470 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_open_url() | Open Web URL https://ext.ulauncher.io
2023-10-05 08:19:17,743 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:19:17,743 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:19:17,744 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:19:17,744 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:19:17,745 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:19:17,745 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:19:17,745 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:19:17,745 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:19:17,746 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:21:35,549 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:21:35,550 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:21:35,551 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:21:36,747 | WARNING | ulauncher.utils.image_loader: check_icon_name() | Icon "msedge-cifhbcnohmdccbgoicgdjpfamggdegmo-Default" completely missing from icon theme. Consider switching icon theme.
2023-10-05 08:21:36,747 | INFO | ulauncher.utils.image_loader: check_icon_name() | Falling back on default icon "application-x-executable"
2023-10-05 08:21:36,829 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:21:36,841 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 7 results
2023-10-05 08:21:37,957 | INFO | ulauncher.api.shared.action.LaunchAppAction: run() | Run application Tweaks (/usr/share/applications/org.gnome.tweaks.desktop) Exec ['gnome-tweaks']
2023-10-05 08:21:37,982 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:26:41,519 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:26:41,519 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:26:41,519 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:26:41,519 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:26:41,520 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:26:41,520 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:26:41,520 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:26:41,520 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:26:41,521 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:26:42,583 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:26:42,584 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:26:42,585 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:26:43,790 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:26:43,920 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:26:44,091 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 3 results
2023-10-05 08:26:44,181 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 5 results
2023-10-05 08:26:44,460 | INFO | ulauncher.api.shared.action.LaunchAppAction: run() | Run application gedit (/usr/share/applications/org.gnome.gedit.desktop) Exec ['gapplication', 'launch', 'org.gnome.gedit']
2023-10-05 08:26:44,488 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:32:41,751 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:32:41,751 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:32:41,751 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:32:41,751 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:32:41,752 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:32:41,752 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:32:41,752 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:32:41,752 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:32:41,752 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:32:45,194 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:32:45,194 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:32:45,194 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:32:45,194 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:32:45,195 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:32:45,195 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:32:45,195 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:32:45,195 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:32:45,195 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:32:46,454 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:32:46,533 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:32:46,727 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:32:46,858 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 5 results
2023-10-05 08:32:47,301 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:32:57,154 | INFO | ulauncher.api.shared.action.LaunchAppAction: run() | Run application Microsoft Teams (Edge) (/home/tallonea/.local/share/applications/com.microsoft.Edge.flextop.msedge-cifhbcnohmdccbgoicgdjpfamggdegmo-Default.desktop) Exec ['flatpak', 'run', '--command=/app/bin/edge', 'com.microsoft.Edge', '--profile-directory=Default', '--app-id=cifhbcnohmdccbgoicgdjpfamggdegmo', '--app-url=https://teams.microsoft.com/?clientType=pwa']
2023-10-05 08:32:57,162 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:33:41,908 | INFO | ulauncher.search.apps.app_watcher: _remove_file() | App was removed (/home/tallonea/.local/share/applications/com.microsoft.Edge.flextop.msedge-cifhbcnohmdccbgoicgdjpfamggdegmo-Default.desktop)
2023-10-05 08:33:47,165 | INFO | ulauncher.search.apps.app_watcher: _add_file_sync() | New app was added "Microsoft Teams" (/home/tallonea/.local/share/applications/com.microsoft.Edge.flextop.msedge-cifhbcnohmdccbgoicgdjpfamggdegmo-Default.desktop)
2023-10-05 08:36:51,312 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Glovecc/ulauncher-github-search
2023-10-05 08:36:53,470 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.glovecc.ulauncher-github-search" started. PID 27503
2023-10-05 08:36:53,659 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.glovecc.ulauncher-github-search" connected
2023-10-05 08:36:53,660 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.glovecc.ulauncher-github-search"
2023-10-05 08:44:12,064 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/kbialek/ulauncher-bitwarden
2023-10-05 08:44:12,064 | ERROR | ulauncher.ui.windows.PreferencesUlauncherDialog: on_scheme_callback() | ExtensionDownloaderError: Extension with URL "https://github.com/kbialek/ulauncher-bitwarden" is already added
2023-10-05 08:44:30,300 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/ygun/ulauncher-nm
2023-10-05 08:44:31,544 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.ygun.ulauncher-nm" started. PID 29626
2023-10-05 08:44:31,699 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.ygun.ulauncher-nm" connected
2023-10-05 08:44:31,700 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.ygun.ulauncher-nm"
2023-10-05 08:44:52,812 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/kleber-swf/ulauncher-turn-off-screen
2023-10-05 08:44:54,023 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.kleber-swf.ulauncher-turn-off-screen" started. PID 29687
2023-10-05 08:44:54,156 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.kleber-swf.ulauncher-turn-off-screen" connected
2023-10-05 08:44:54,156 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.kleber-swf.ulauncher-turn-off-screen"
2023-10-05 08:49:49,230 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/melianmiko/ulauncher-nmcli
2023-10-05 08:49:50,693 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.melianmiko.ulauncher-nmcli" started. PID 30511
2023-10-05 08:49:50,838 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.melianmiko.ulauncher-nmcli" connected
2023-10-05 08:49:50,839 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.melianmiko.ulauncher-nmcli"
2023-10-05 08:50:00,525 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Pegoku/ulauncher-searx
2023-10-05 08:50:01,701 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.pegoku.ulauncher-searx" started. PID 30543
2023-10-05 08:50:01,845 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.pegoku.ulauncher-searx" connected
2023-10-05 08:50:01,846 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:50:18,733 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/SeoFernando25/ulauncher-gpt
2023-10-05 08:50:19,930 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.seofernando25.ulauncher-gpt" started. PID 30584
2023-10-05 08:50:20,118 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.seofernando25.ulauncher-gpt" connected
2023-10-05 08:50:20,118 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.seofernando25.ulauncher-gpt"
2023-10-05 08:50:53,377 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/lazypolymath/ulauncher-git-cheat-sheet
